User_ID,Age,Gender,Occupation,Relationship_Status,Primary_Platform,Daily_Usage_Hours,Platforms_Used_Count,Posts_Per_Week,Late_Night_Usage,First_Check_Morning,Notifications_Per_Day,FOMO_Score,Social_Comparison_Score,Validation_Seeking_Score,Scroll_Without_Purpose,Tried_To_Cut_Back,Failed_To_Cut_Back,Anxiety_Score,Depression_Score,Loneliness_Score,Self_Esteem_Score,Sleep_Quality_Score,Sleep_Hours,Productivity_Loss_Score,Offline_Relationship_Quality,Physical_Activity_Hrs_Week,Screen_Free_Time_Hrs,Mental_Wellbeing_Score,Addiction_Level
USR01288,43,Female,Student,Single,Snapchat,5.5,2,3,Yes,After 30 min,41,6.8,6.3,4.6,7.1,Yes,Yes,7.0,4.6,1.2,4.8,6.9,5.1,4.5,8.6,0.8,,6.0,High
USR01289,23,Female,Student,Married,YouTube,6.1,1,6,Yes,5-30 min,11,8.1,5.1,5.5,4.7,No,Yes,5.7,1.6,6.4,7.0,5.6,7.6,3.8,2.0,1.9,4.6,5.5,High
USR01290,41,Male,Freelancer,Single,Facebook,3.2,2,1,No,5-30 min,52,5.0,4.5,6.2,4.5,Yes,Yes,,9.6,2.9,7.2,5.1,5.4,1.9,7.5,1.5,0.2,7.7,Low
USR01291,18,Female,Unemployed,Single,Twitter/X,3.8,4,7,Yes,5-30 min,33,10.0,8.3,8.9,9.3,No,No,3.1,1.1,4.8,5.5,3.3,8.6,2.6,6.7,5.5,1.9,5.4,Severe
USR01292,44,Male,Working Professional,In a Relationship,TikTok,5.6,4,3,Yes,5-30 min,62,4.5,7.5,6.1,4.5,No,No,4.7,2.4,,0.4,7.5,5.5,5.8,5.4,1.1,5.0,5.7,Severe
USR01293,40,,Student,Single,Twitter/X,4.4,1,2,Yes,5-30 min,44,6.7,9.6,4.2,8.7,Yes,Yes,9.2,6.6,4.5,7.6,0.9,7.2,4.7,4.2,,1.6,4.2,Severe
USR01294,43,Male,Student,In a Relationship,Twitter/X,5.9,3,7,No,5-30 min,23,4.8,5.5,5.3,5.5,Yes,No,8.8,7.5,6.6,3.3,9.9,10.0,2.7,5.6,2.2,3.0,8.3,Low
USR01295,17,Male,Unemployed,In a Relationship,Instagram,4.3,3,7,No,After 30 min,77,4.2,7.4,6.1,4.3,Yes,Yes,8.1,8.4,4.3,4.8,7.7,5.7,3.0,10.0,0.8,3.4,7.9,Low
USR01296,16,Male,Student,In a Relationship,TikTok,3.7,1,6,No,After 30 min,109,4.7,2.1,3.7,7.0,Yes,No,2.1,3.6,4.0,6.3,4.1,8.6,5.1,2.0,3.0,4.2,8.4,Low
USR01297,24,Female,Working Professional,In a Relationship,Facebook,4.0,6,7,Yes,Within 5 min,55,8.3,3.7,1.5,6.0,No,No,3.3,2.1,,,5.6,5.2,4.6,5.1,3.8,3.0,6.7,Moderate
USR01298,26,Female,Freelancer,Single,Twitter/X,5.2,2,5,Yes,Within 5 min,75,1.0,4.8,8.8,2.4,Yes,No,4.8,2.5,5.2,3.9,6.6,7.8,4.2,1.5,3.0,2.6,6.5,Moderate
USR01299,37,Female,Working Professional,In a Relationship,YouTube,7.0,4,1,No,Within 5 min,126,,,2.7,5.9,No,Yes,4.9,0.0,7.1,4.8,3.0,7.2,5.8,3.0,4.2,5.6,4.8,Severe
USR01300,40,Male,Unemployed,Single,,0.8,2,7,Yes,5-30 min,65,4.3,4.2,1.6,5.0,Yes,Yes,4.5,0.0,5.0,8.5,8.6,5.3,5.8,2.8,1.3,4.4,7.9,Low
USR01301,35,Male,Student,In a Relationship,Instagram,3.4,2,7,Yes,Within 5 min,77,7.2,5.7,6.8,9.3,No,No,1.5,4.1,7.4,6.7,5.5,4.5,6.4,5.0,0.7,1.4,4.1,Severe
USR01302,24,Female,Working Professional,In a Relationship,Snapchat,3.6,3,2,No,5-30 min,58,5.3,5.0,4.9,5.8,No,Yes,4.3,10.0,,5.8,6.0,7.8,7.5,3.6,3.0,2.2,6.3,Moderate
USR01303,37,Male,Student,Single,Twitter/X,2.7,3,5,No,5-30 min,40,2.7,3.6,7.1,3.5,No,No,6.5,3.7,1.9,5.9,2.9,5.0,4.0,6.9,0.0,5.6,9.5,Low
USR01304,26,Female,,Single,Facebook,3.4,2,2,No,5-30 min,91,3.4,5.6,3.0,5.6,Yes,Yes,2.9,2.5,2.8,6.1,6.8,6.4,3.9,5.7,3.4,4.2,7.2,Low
USR01305,22,Male,Working Professional,Single,Snapchat,7.0,2,5,No,Within 5 min,82,5.9,5.6,3.4,4.8,Yes,,8.6,6.9,4.2,4.2,9.0,7.3,2.4,2.1,2.9,2.1,6.2,High
USR01306,39,Male,Student,Single,Instagram,,4,5,No,Within 5 min,105,7.3,6.9,4.7,4.6,Yes,No,3.8,7.3,5.6,7.1,6.0,3.8,4.1,4.6,2.3,4.7,6.7,High
USR01307,44,Female,Freelancer,In a Relationship,TikTok,3.1,4,4,No,Within 5 min,40,5.2,6.9,4.7,6.9,No,No,5.1,2.6,3.5,6.8,5.0,5.7,2.4,5.8,8.9,0.2,6.2,Moderate
USR01308,25,Male,Unemployed,Single,Instagram,1.3,5,4,Yes,Within 5 min,67,4.8,3.2,8.7,5.9,Yes,No,6.9,4.0,0.7,2.9,9.1,6.2,8.4,5.7,3.3,5.1,6.4,High
USR01309,30,Female,Student,In a Relationship,YouTube,5.4,5,3,Yes,After 30 min,39,2.8,4.6,4.8,8.2,Yes,No,6.2,3.9,4.6,,4.4,5.5,5.5,7.7,2.5,2.1,6.9,Low
USR01310,41,Male,Working Professional,Married,YouTube,,3,7,Yes,Within 5 min,97,5.9,7.4,5.5,8.0,No,Yes,5.0,3.6,5.2,8.3,4.1,8.6,3.8,4.8,2.6,2.4,5.0,Severe
USR01311,30,Male,Student,Married,Instagram,1.9,2,7,No,5-30 min,54,2.2,,1.8,5.9,Yes,Yes,3.7,5.6,6.0,5.7,5.1,5.7,2.3,6.0,3.9,4.7,8.5,Low
USR01312,40,Female,Working Professional,In a Relationship,Snapchat,4.9,3,6,Yes,After 30 min,72,5.5,8.5,7.3,4.9,No,Yes,10.0,4.6,7.4,5.8,4.9,7.8,4.2,6.9,2.2,1.1,4.1,Severe
USR01313,37,Female,Working Professional,Single,Instagram,5.4,2,3,,Within 5 min,63,10.0,1.3,2.3,5.4,No,Yes,5.4,2.3,3.2,,6.2,8.2,6.1,3.6,,2.2,4.4,Severe
USR01314,19,Male,Student,Single,YouTube,5.9,4,3,No,Within 5 min,10,1.7,7.7,5.5,6.0,Yes,Yes,6.0,2.3,8.2,7.6,3.8,6.9,,7.0,7.1,5.0,6.1,High
USR01315,37,Female,Unemployed,Single,TikTok,3.4,5,3,No,Within 5 min,41,5.4,3.5,8.8,7.6,Yes,No,7.0,5.7,5.8,7.0,5.4,6.1,4.5,6.4,0.0,2.7,6.0,High
USR01316,19,Female,Student,Single,Twitter/X,5.6,4,3,Yes,5-30 min,78,7.5,8.6,1.5,6.2,No,No,6.5,3.7,4.6,2.3,8.4,6.7,2.5,4.7,3.8,3.4,6.2,High
USR01317,20,Female,Working Professional,Married,TikTok,,3,3,No,5-30 min,73,5.8,6.5,6.7,3.4,No,No,3.6,6.6,6.2,7.6,4.6,5.1,4.4,5.7,2.5,1.8,7.1,Low
USR01318,38,Male,Student,Single,TikTok,6.3,3,4,,Within 5 min,110,8.4,,6.4,3.8,No,No,7.2,2.7,2.9,3.5,,6.7,7.6,5.8,3.5,1.9,4.6,Severe
USR01319,43,Female,Student,Single,YouTube,5.0,6,5,Yes,After 30 min,113,4.5,5.8,7.9,5.9,Yes,No,8.0,7.0,3.3,5.7,6.7,5.4,2.7,6.3,3.0,1.1,6.2,Moderate
USR01320,19,Non-binary,Freelancer,In a Relationship,TikTok,5.8,2,2,Yes,5-30 min,109,3.6,9.2,3.8,2.3,Yes,No,5.9,7.1,7.9,3.6,2.0,6.7,5.7,8.8,,1.8,5.2,Severe
USR01321,30,Male,,Single,TikTok,4.5,6,1,Yes,5-30 min,5,,10.0,2.6,5.3,Yes,No,7.0,4.0,2.1,4.7,8.7,7.6,3.4,6.2,6.5,4.3,6.4,Moderate
USR01322,31,Female,Freelancer,In a Relationship,YouTube,3.9,4,1,Yes,5-30 min,53,3.6,2.2,1.4,6.6,No,Yes,4.0,5.2,7.2,4.1,8.6,4.2,0.0,5.5,0.0,1.9,7.7,Low
USR01323,28,Male,Freelancer,Single,Instagram,,3,11,No,Within 5 min,129,5.4,7.1,6.2,4.9,No,Yes,5.3,4.3,6.3,4.4,,8.6,2.3,8.5,1.4,0.4,5.1,High
USR01324,36,Female,Working Professional,In a Relationship,Snapchat,6.4,1,4,Yes,5-30 min,10,9.7,7.7,6.0,4.8,Yes,No,4.9,8.7,4.8,5.8,1.2,6.1,1.3,6.3,4.2,1.6,5.7,High
USR01325,17,Male,Student,Single,TikTok,3.7,7,5,,5-30 min,55,6.8,7.3,8.1,1.9,Yes,No,3.5,0.0,5.9,7.9,7.9,5.8,4.1,3.5,0.8,3.6,6.4,High
USR01326,36,Female,,Married,TikTok,5.3,3,4,No,After 30 min,63,2.0,5.4,6.1,7.8,No,No,6.2,6.7,10.0,4.2,2.5,8.4,,7.1,,5.3,6.2,Moderate
USR01327,44,Female,Unemployed,Single,Instagram,9.8,1,4,Yes,5-30 min,29,3.4,6.3,4.9,4.9,Yes,No,5.0,0.7,6.2,5.4,5.7,7.1,2.8,5.2,4.5,3.6,6.5,Moderate
USR01328,19,Non-binary,Student,Married,Twitter/X,3.1,3,4,Yes,Within 5 min,65,5.2,,4.7,5.8,Yes,No,6.8,7.5,2.1,,2.6,6.2,4.3,4.1,4.9,1.8,7.6,Moderate
USR01329,29,Female,Student,Single,Twitter/X,1.6,2,2,No,Within 5 min,44,5.7,5.4,4.1,6.8,No,Yes,6.4,5.0,2.6,9.2,7.8,5.5,7.3,6.6,4.7,1.2,6.9,Moderate
USR01330,36,Non-binary,Freelancer,Single,Instagram,2.4,4,3,Yes,5-30 min,47,10.0,7.9,4.5,7.1,Yes,No,7.0,5.7,6.4,6.8,,6.1,5.3,2.4,0.9,0.0,4.0,Severe
USR01331,43,Non-binary,Working Professional,Married,TikTok,3.8,1,8,Yes,Within 5 min,5,10.0,4.7,4.2,3.2,No,Yes,3.1,7.9,7.2,5.4,6.1,7.7,2.5,2.5,4.1,4.6,5.0,High
USR01332,28,Male,Student,Single,Twitter/X,4.5,5,3,Yes,5-30 min,41,6.2,6.4,6.2,7.4,Yes,No,6.5,5.4,,3.3,6.6,7.2,6.3,1.1,4.5,2.0,5.7,Severe
USR01333,32,Female,Student,In a Relationship,,0.5,1,0,No,5-30 min,50,4.8,1.6,8.4,5.7,Yes,No,7.7,4.8,2.7,6.4,4.2,7.0,4.4,5.6,1.4,1.9,7.3,Low
USR01334,22,Non-binary,Working Professional,Single,Instagram,0.5,4,4,No,Within 5 min,26,4.8,4.6,6.7,5.2,No,No,4.3,5.2,4.8,2.8,8.3,6.2,6.5,5.3,1.2,5.1,7.3,Low
USR01335,35,Male,Unemployed,Married,Instagram,,3,4,Yes,Within 5 min,36,6.7,3.3,2.3,3.2,No,No,4.4,1.8,3.5,4.9,4.4,6.5,5.8,8.3,2.2,,6.5,Moderate
USR01336,35,Female,Student,In a Relationship,TikTok,1.4,3,2,Yes,Within 5 min,34,2.6,,6.5,7.4,Yes,No,6.6,9.3,1.3,5.4,,8.3,2.2,4.6,6.3,6.2,6.5,Moderate
USR01337,35,Female,Working Professional,Married,YouTube,6.0,2,2,No,Within 5 min,103,,6.1,0.0,8.3,Yes,Yes,8.1,7.0,7.2,3.1,8.1,5.3,6.3,3.7,4.4,3.3,5.0,Severe
USR01338,29,Male,Student,In a Relationship,Facebook,,2,8,Yes,5-30 min,113,4.7,5.9,2.4,5.9,No,No,4.7,4.6,6.7,4.9,5.2,7.5,3.2,2.2,0.0,3.4,6.1,Moderate
USR01339,29,Female,Working Professional,Single,Snapchat,0.5,6,4,No,After 30 min,63,3.1,10.0,10.0,2.9,Yes,No,5.3,4.6,4.6,5.1,4.1,7.3,2.3,2.0,0.0,2.2,7.3,Moderate
USR01340,17,Female,Working Professional,In a Relationship,Snapchat,5.7,3,3,Yes,Within 5 min,49,5.6,10.0,,2.2,No,Yes,5.6,2.5,2.5,2.6,3.4,5.8,6.7,6.7,4.0,2.1,3.8,Severe
USR01341,30,Female,Working Professional,Single,Instagram,4.6,3,6,Yes,Within 5 min,85,9.0,4.8,4.6,3.3,No,Yes,5.0,5.6,3.8,9.1,6.9,4.3,3.7,6.3,1.9,1.9,5.8,Severe
USR01342,23,Male,Student,In a Relationship,,3.7,4,3,No,After 30 min,139,6.1,8.0,5.9,4.5,No,Yes,9.0,6.0,4.2,2.5,7.3,7.4,8.1,5.5,4.0,1.4,5.9,High
USR01343,22,Non-binary,Freelancer,In a Relationship,TikTok,5.3,2,1,Yes,5-30 min,43,4.6,5.2,3.4,4.0,Yes,No,7.8,5.2,2.3,6.2,7.3,,4.8,9.5,3.7,3.8,7.0,Low
USR01344,37,Male,Unemployed,Single,Twitter/X,4.3,5,5,No,Within 5 min,64,4.4,6.7,4.2,6.7,Yes,No,6.6,5.3,2.2,5.6,6.2,8.5,7.3,7.8,2.3,3.1,7.1,Moderate
USR01345,21,Female,Working Professional,Single,Snapchat,5.7,5,2,Yes,5-30 min,41,4.6,9.1,1.5,4.8,Yes,Yes,8.4,3.7,3.6,7.0,4.0,4.6,6.2,5.8,2.8,3.0,5.4,High
USR01346,28,Male,Working Professional,Single,Facebook,8.5,4,4,Yes,Within 5 min,16,8.1,2.5,2.3,3.5,Yes,Yes,3.5,4.3,6.0,3.5,3.4,6.4,3.5,5.4,4.0,3.9,6.0,High
USR01347,28,Female,Freelancer,Single,YouTube,5.1,5,3,No,Within 5 min,42,10.0,5.4,2.8,4.8,No,No,5.1,4.4,2.1,4.7,4.4,7.3,9.0,3.6,5.8,2.2,6.5,High
USR01348,39,Male,,Married,YouTube,1.8,1,5,Yes,Within 5 min,89,2.3,2.1,2.9,5.8,No,Yes,5.2,2.0,3.1,6.9,8.1,5.7,6.0,4.6,3.4,4.5,7.4,Moderate
USR01349,29,Female,,Single,TikTok,7.5,3,3,No,Within 5 min,53,1.2,10.0,6.5,0.6,Yes,No,5.2,2.8,4.5,8.0,4.6,,4.9,6.7,2.6,0.1,6.4,Moderate
USR01350,31,Female,Working Professional,Single,Instagram,6.9,1,3,Yes,After 30 min,36,6.7,5.5,3.9,7.2,No,No,4.9,3.6,3.9,6.9,7.8,8.5,8.1,6.7,3.8,2.8,6.9,Moderate
USR01351,21,Male,Working Professional,Married,Snapchat,7.6,1,5,,Within 5 min,87,,4.3,5.4,5.6,Yes,No,5.2,5.8,5.9,8.1,4.3,9.6,1.6,2.6,5.6,4.0,6.0,High
USR01352,43,Female,Working Professional,Single,,5.3,2,3,No,Within 5 min,143,6.7,8.0,8.1,7.4,Yes,No,6.0,10.0,,6.8,6.0,6.3,4.9,6.7,3.9,0.9,5.3,Severe
USR01353,33,Female,Student,,TikTok,6.4,1,3,Yes,After 30 min,102,1.6,2.8,7.7,8.4,Yes,No,5.0,5.8,0.0,7.0,4.6,6.5,3.7,5.4,2.7,2.8,7.9,Low
USR01354,21,Male,Freelancer,,Snapchat,8.8,2,1,Yes,Within 5 min,93,8.3,3.9,2.8,6.4,Yes,No,4.4,2.2,4.3,4.1,5.8,9.4,4.3,6.8,0.0,3.0,6.6,High
USR01355,39,Male,Working Professional,In a Relationship,Instagram,4.3,8,1,Yes,After 30 min,100,3.7,5.8,4.6,3.9,No,Yes,,2.4,3.5,0.0,3.5,7.5,1.2,7.3,3.6,,6.2,Moderate
USR01356,19,Male,Student,Married,YouTube,3.1,3,3,No,Within 5 min,34,2.9,6.0,,5.7,No,No,,6.7,5.1,,4.5,7.2,5.1,2.8,3.3,,6.7,Moderate
USR01357,30,Male,Working Professional,In a Relationship,Snapchat,7.7,4,4,No,Within 5 min,46,7.1,5.0,6.1,4.4,Yes,No,7.4,4.7,5.7,,3.7,7.3,5.5,7.7,0.5,1.9,5.8,High
USR01358,29,Non-binary,Unemployed,In a Relationship,TikTok,3.8,5,7,No,5-30 min,142,2.4,5.6,4.5,4.6,No,Yes,8.2,1.2,5.4,6.0,5.8,7.0,5.6,5.0,3.5,0.0,5.6,High
USR01359,22,Male,Student,Married,Instagram,,1,3,No,Within 5 min,5,10.0,1.9,4.1,3.4,Yes,No,3.0,5.9,4.9,4.3,8.8,4.8,3.3,4.7,2.9,3.4,8.6,Low
USR01360,39,Female,Unemployed,In a Relationship,Instagram,3.4,3,8,Yes,Within 5 min,51,8.0,4.2,6.9,9.7,No,Yes,5.0,7.2,7.2,4.1,2.1,5.3,4.1,,5.5,0.0,4.1,Severe
USR01361,25,Female,Unemployed,Single,Instagram,3.5,2,4,Yes,Within 5 min,11,4.4,6.3,9.2,7.0,No,Yes,5.2,5.5,5.5,4.1,6.7,8.9,2.9,2.4,1.8,4.7,4.7,Severe
USR01362,18,Female,Freelancer,Married,Snapchat,5.2,4,4,Yes,5-30 min,93,8.8,,8.9,4.8,,Yes,8.2,3.1,6.3,3.9,7.2,7.8,5.2,4.5,1.1,1.4,3.8,Severe
USR01363,34,Female,Working Professional,Single,TikTok,5.2,3,4,Yes,Within 5 min,54,5.7,7.6,6.3,2.5,Yes,Yes,4.1,7.7,8.5,7.9,7.7,,3.0,8.4,2.2,0.0,5.3,High
USR01364,26,Male,Working Professional,Single,Instagram,2.9,2,3,Yes,Within 5 min,126,4.9,3.7,1.5,3.9,Yes,No,6.0,6.0,6.1,6.4,8.6,5.5,10.0,3.6,0.0,3.2,6.5,High
USR01365,19,Female,Student,Single,Instagram,8.1,1,2,Yes,5-30 min,88,0.0,7.4,4.2,9.7,Yes,Yes,,8.1,5.2,,6.3,5.6,5.5,2.7,1.4,1.6,5.4,High
USR01366,31,Male,Freelancer,Single,Twitter/X,3.6,4,3,Yes,After 30 min,69,3.5,5.3,5.4,3.1,No,No,2.5,2.8,1.7,8.5,5.3,9.2,5.9,6.2,4.9,5.4,9.1,Low
USR01367,44,Non-binary,Student,In a Relationship,Twitter/X,,4,7,,After 30 min,5,8.2,4.7,3.8,8.1,No,Yes,7.8,,2.6,2.5,7.3,,7.6,7.7,3.0,2.2,5.8,High
USR01368,17,Male,Working Professional,Single,Snapchat,2.6,1,7,Yes,5-30 min,41,5.3,10.0,4.5,4.6,Yes,No,0.6,3.7,6.2,6.2,6.4,6.9,1.0,3.7,1.5,4.1,7.6,Low
USR01369,25,Male,Working Professional,Married,Instagram,3.2,7,4,Yes,Within 5 min,59,5.3,4.2,6.0,3.2,No,No,5.1,7.4,6.2,5.8,6.4,5.5,3.2,4.7,2.9,2.5,5.6,High
USR01370,23,Male,Unemployed,Single,TikTok,3.3,5,4,Yes,After 30 min,83,3.1,5.7,5.3,10.0,,Yes,7.4,,6.3,5.2,5.8,8.3,4.5,4.5,,2.9,6.2,High
USR01371,28,Female,Freelancer,Married,Instagram,4.9,2,4,No,5-30 min,134,1.5,4.0,1.2,1.2,No,Yes,1.2,3.9,7.0,2.9,6.7,9.2,3.6,6.2,2.7,3.6,8.6,Low
USR01372,23,Male,Working Professional,Married,Instagram,4.9,1,1,No,After 30 min,76,8.9,4.1,7.0,6.5,Yes,No,1.5,,2.4,6.9,9.1,8.9,3.8,4.1,2.2,4.7,7.9,Low
USR01373,17,Male,Working Professional,Married,Instagram,5.0,1,4,No,Within 5 min,39,5.7,7.1,5.3,2.3,Yes,No,4.7,2.4,4.4,5.5,6.7,6.8,4.8,6.8,3.9,2.3,8.2,Low
USR01374,26,Female,Working Professional,Married,Instagram,4.6,4,5,,After 30 min,51,9.3,5.4,4.6,5.2,Yes,No,5.2,4.8,5.1,6.1,6.4,7.2,4.5,3.5,4.3,4.0,6.1,Moderate
USR01375,20,Female,Working Professional,Single,Snapchat,6.5,1,4,Yes,Within 5 min,99,2.7,8.2,4.7,4.8,,No,7.2,3.9,8.6,4.6,2.5,8.4,4.6,8.1,2.6,0.8,5.1,Severe
USR01376,21,Male,Student,Single,TikTok,6.5,4,5,No,Within 5 min,92,5.8,3.4,3.8,2.2,No,Yes,6.9,2.0,3.2,7.8,3.9,6.1,3.8,8.8,4.0,2.3,6.6,High
USR01377,23,Non-binary,,Single,Twitter/X,3.6,1,2,No,Within 5 min,70,6.5,8.8,2.7,6.3,No,Yes,7.3,7.2,6.5,5.9,3.1,7.4,7.1,3.2,2.2,4.2,4.7,Severe
USR01378,15,Female,,In a Relationship,TikTok,4.9,6,6,No,Within 5 min,36,8.0,3.8,3.6,8.3,No,No,6.9,5.6,5.5,6.6,4.6,7.9,7.6,3.8,3.6,1.7,5.5,High
USR01379,22,Male,Working Professional,Single,Instagram,,2,3,No,Within 5 min,52,5.7,4.9,7.7,7.4,Yes,No,7.5,4.2,0.4,2.2,5.1,7.1,7.7,8.0,5.4,0.0,5.9,High
USR01380,34,Female,Student,In a Relationship,TikTok,6.1,3,4,No,After 30 min,64,4.5,6.1,4.7,5.4,No,No,8.2,3.7,1.7,7.2,5.7,5.4,4.2,2.1,1.5,3.3,8.3,Low
USR01381,22,Male,Student,In a Relationship,YouTube,5.7,7,2,Yes,Within 5 min,70,9.2,5.3,6.6,6.3,Yes,Yes,1.7,,8.9,3.4,3.1,,0.0,5.4,5.3,5.4,4.3,Severe
USR01382,39,Female,Student,Single,Twitter/X,3.8,3,1,No,5-30 min,48,3.3,3.9,5.6,2.3,Yes,Yes,8.2,4.8,4.4,5.3,4.8,8.9,4.8,7.0,2.2,0.0,7.3,Moderate
USR01383,26,Male,Working Professional,Single,YouTube,3.8,2,4,Yes,5-30 min,59,4.4,4.3,3.2,3.2,Yes,Yes,4.1,6.1,1.2,5.4,6.2,7.9,,9.3,3.3,4.8,7.9,Low
USR01384,20,Non-binary,Student,In a Relationship,YouTube,4.7,7,2,No,5-30 min,90,,4.4,6.1,4.8,No,Yes,7.7,2.8,,5.8,9.6,5.5,4.8,7.6,2.5,3.5,6.6,Moderate
USR01385,43,Male,Student,Married,Instagram,5.6,1,3,Yes,Within 5 min,78,2.6,3.4,3.8,7.3,Yes,,7.7,6.1,0.9,4.1,,5.6,5.2,4.2,4.4,4.8,5.5,High
USR01386,36,Male,Working Professional,Single,TikTok,2.3,1,3,Yes,Within 5 min,48,6.9,7.4,4.0,7.1,Yes,No,10.0,5.6,3.7,7.1,4.6,,4.4,7.3,0.0,3.9,5.2,Severe
USR01387,31,Male,Student,Married,TikTok,2.4,3,8,No,Within 5 min,42,7.3,4.4,5.5,5.1,Yes,Yes,3.6,8.5,4.5,4.9,3.9,4.5,4.8,5.4,6.9,6.8,5.9,Moderate
USR01388,37,Female,Working Professional,In a Relationship,YouTube,3.7,6,1,No,Within 5 min,5,4.1,6.6,7.2,3.9,,Yes,4.4,3.3,5.5,6.5,5.5,4.2,4.5,6.1,0.2,0.9,6.4,Moderate
USR01389,35,,Working Professional,,Snapchat,4.7,3,3,No,Within 5 min,58,6.1,4.6,3.6,6.9,No,Yes,9.0,8.4,4.2,5.3,7.3,7.6,2.6,8.4,3.8,2.5,6.5,Moderate
USR01390,42,Female,Student,In a Relationship,Instagram,3.1,6,5,Yes,5-30 min,19,3.8,7.7,8.7,4.3,No,No,5.4,4.6,4.4,7.4,5.2,8.9,7.6,4.7,4.4,1.3,7.2,Moderate
USR01391,16,Female,Working Professional,Single,Twitter/X,3.6,4,2,No,After 30 min,96,6.0,4.0,5.4,2.6,No,No,8.6,0.3,4.3,5.3,7.0,5.3,9.1,7.6,4.9,2.6,8.5,Low
USR01392,44,Female,Working Professional,Married,TikTok,2.8,5,5,Yes,Within 5 min,95,5.7,6.1,5.3,3.4,No,Yes,8.5,7.7,4.7,8.9,4.3,5.2,6.1,8.2,2.3,4.1,4.3,Severe
USR01393,25,Male,Freelancer,In a Relationship,Twitter/X,5.7,2,2,No,After 30 min,5,2.4,6.9,3.5,9.6,Yes,Yes,6.7,0.9,5.9,5.8,4.4,,6.1,5.6,0.0,4.0,6.6,Moderate
USR01394,41,Male,Unemployed,Married,Instagram,,3,6,Yes,Within 5 min,74,9.8,6.1,5.3,5.8,Yes,Yes,9.0,4.3,3.0,3.8,7.6,7.3,6.7,3.5,1.6,0.0,4.0,Severe
USR01395,39,Male,Working Professional,Single,YouTube,4.5,4,3,Yes,Within 5 min,111,6.2,6.7,2.4,9.7,No,No,1.7,4.8,5.0,2.8,5.6,8.0,4.2,4.3,4.5,2.9,5.4,High
USR01396,34,Male,Student,Single,TikTok,3.1,4,4,Yes,5-30 min,105,4.6,9.5,3.3,3.1,Yes,Yes,3.5,,7.5,5.9,4.5,7.2,1.9,6.7,0.4,6.2,5.9,High
USR01397,40,Female,Working Professional,Married,Snapchat,4.6,2,6,No,Within 5 min,50,0.4,7.5,1.9,2.7,Yes,No,4.4,2.1,5.3,7.5,6.6,4.3,4.4,5.1,3.5,1.4,8.3,Low
USR01398,36,Non-binary,Student,Single,Instagram,4.9,4,4,Yes,After 30 min,128,4.9,1.9,2.6,5.9,Yes,No,4.6,5.5,7.1,5.9,7.7,6.2,2.6,,3.6,1.7,7.8,Low
USR01399,42,,Working Professional,Single,Facebook,0.5,1,3,Yes,After 30 min,17,7.6,6.5,3.0,3.0,Yes,No,5.4,5.5,6.0,6.3,4.3,8.1,4.9,8.4,0.0,4.7,7.5,Low
USR01400,35,Non-binary,Student,Married,Instagram,7.0,2,2,No,Within 5 min,31,6.6,6.5,0.0,4.4,No,No,4.8,2.0,3.3,5.7,4.7,,5.7,4.5,0.9,1.5,6.0,High
USR01401,29,Male,Student,Married,Snapchat,6.1,1,3,No,5-30 min,51,5.8,4.3,6.2,4.8,Yes,No,6.9,2.4,8.5,6.2,3.1,5.4,2.6,4.5,0.2,2.1,7.5,Moderate
USR01402,38,Female,,Married,TikTok,7.9,2,6,Yes,5-30 min,25,7.5,6.2,4.6,6.2,No,No,2.6,6.7,1.0,6.0,8.7,5.5,3.9,3.1,2.6,3.2,6.3,Moderate
USR01403,18,Male,Working Professional,,YouTube,6.2,3,4,Yes,After 30 min,51,5.8,2.5,0.0,7.5,Yes,Yes,9.4,1.3,4.7,5.6,5.7,5.7,9.0,3.1,4.6,1.3,6.2,High
USR01404,41,Female,Working Professional,In a Relationship,Instagram,6.5,1,2,No,Within 5 min,42,3.5,9.2,0.0,5.2,No,No,4.2,3.2,1.9,6.9,7.5,7.5,6.2,3.8,5.4,2.2,8.1,Low
USR01405,24,Female,Unemployed,,Snapchat,5.7,5,2,No,5-30 min,76,8.3,4.9,9.3,5.9,Yes,No,6.3,4.4,6.4,4.5,,6.0,2.1,5.0,2.8,2.5,5.7,Severe
USR01406,37,Female,Student,Single,Snapchat,8.0,4,4,Yes,Within 5 min,75,2.2,5.5,2.4,5.5,No,Yes,6.5,5.8,7.2,6.4,1.3,4.9,5.6,9.8,3.7,2.4,4.8,Severe
USR01407,21,Non-binary,Student,Single,,1.7,2,3,Yes,After 30 min,75,7.7,4.2,0.5,8.2,No,Yes,0.0,3.1,2.3,6.2,3.5,8.1,2.9,4.6,5.0,3.5,7.8,Low
USR01408,44,Female,Working Professional,Married,Facebook,4.3,5,2,No,Within 5 min,55,7.8,0.0,6.0,5.4,Yes,No,1.4,0.3,9.6,7.3,8.1,7.4,5.8,,2.6,4.0,7.0,Low
USR01409,41,Female,Working Professional,In a Relationship,TikTok,2.5,6,4,Yes,5-30 min,54,6.7,3.5,7.3,0.7,Yes,No,8.0,3.6,4.9,8.5,6.1,4.9,3.1,6.4,0.8,1.6,7.2,Low
USR01410,36,,Working Professional,Single,Snapchat,6.4,1,5,Yes,5-30 min,66,6.9,3.4,6.9,5.3,Yes,Yes,7.2,0.5,4.0,4.8,2.5,5.2,6.8,7.4,1.8,4.7,4.9,Severe
